danceability,energy,valence
0.0716,0.0408,0.0377
0.537,0.949,0.0769
0.514,0.873,0.459
0.72,0.857,0.629
0.214,0.156,0.132
0.625,0.955,0.744
0.703,0.691,0.906
0.432,0.6,0.161
0.581,0.629,0.63
0.895,0.953,0.567
0.627,0.816,0.648
0.565,0.508,0.701
0.691,0.786,0.632
0.502,0.0105,0
0.327,0.39,0.0649
0.827,0.686,0.816
0.578,0.825,0.951
0.799,0.83,0.15
0.654,0.545,0.394
0.82,0.721,0.626
0.749,0.466,0.648
0.585,0.913,0.809
0.494,0.697,0.344
0.692,0.58,0.233
0.152,0.0667,0.0686
0.423,0.945,0.155
0.452,0.566,0.407
0.685,0.698,0.0369
0.523,0.886,0.745
0.681,0.626,0.184
0.356,0.342,0.116
0.291,0.205,0.209
0.593,0.731,0.61
0.804,0.932,0.894
0.457,0.964,0.372
0.757,0.656,0.198
0.54,0.86,0.585
0.758,0.648,0.486
0.563,0.917,0.573
0.7,0.915,0.908
0.52,0.559,0.254
0.671,0.94,0.394
0.52,0.655,0.29
0.526,0.522,0.682
0.734,0.766,0.6
0.755,0.872,0.573
0.438,0.593,0.0791
0.259,0.939,0.755
0.425,0.363,0.12
0.673,0.729,0.494
0.553,0.587,0.28
0.751,0.585,0.436
0.116,0.059,0.0393
0.72,0.857,0.629
0.18,0.636,0.39
0.515,0.857,0.113
0.639,0.894,0.535
0.65,0.64,0.778
0.905,0.753,0.747
0.598,0.826,0.451
0.639,0.435,0.613
0.0708,0.123,0.056
0.509,0.208,0.282
0.613,0.957,0.872
0.528,0.757,0.304
0.685,0.692,0.147
0.673,0.738,0.681
0.121,0.62,0.314
0.876,0.558,0.79
0.653,0.929,0.272
0.73,0.511,0.644
0.793,0.355,0.16
0.779,0.743,0.821
0.57,0.624,0.0763
0.423,0.746,0.214
0.369,0.472,0.132
0.563,0.704,0.372
0.667,0.708,0.457
0.728,0.858,0.591
0.416,0.936,0.519
0.633,0.904,0.752
0.365,0.625,0.575
0.582,0.663,0.695
0.69,0.736,0.585
0.826,0.531,0.758
0.546,0.553,0.601
0.599,0.734,0.243
0.69,0.42,0.688
0.732,0.424,0.748
0.464,0.95,0.724
0.554,0.868,0.402
0.533,0.946,0.784
0.493,0.914,0.519
0.757,0.656,0.198
0.18,0.636,0.39
0.724,0.866,0.364
0.266,0.211,0.182
0.608,0.867,0.185
0.686,0.322,0.511
0.685,0.698,0.0369
0.665,0.908,0.653
0.338,0.803,0.227
0.519,0.659,0.694
0.742,0.902,0.575
0.648,0.561,0.512
0.579,0.862,0.263
0.194,0.98,0.155
0.853,0.791,0.884
0.508,0.362,0.294
0.737,0.614,0.406
0.596,0.952,0.571
0.797,0.853,0.861
0.143,0.995,0.079
0.55,0.463,0.327
0.831,0.449,0.766
0.808,0.793,0.331
0.651,0.472,0.668
0.452,0.888,0.896
0.713,0.886,0.775
0.274,0.855,0.345
0.49,0.746,0.331
0.276,0.875,0.128
0.529,0.78,0.711
0.797,0.508,0.964
0.755,0.891,0.515
0.59,0.777,0.0861
0.509,0.403,0.0838
0.555,0.746,0.21
0.631,0.891,0.677
0.8,0.893,0.495
0.493,0.343,0.163
0.467,0.759,0.356
0.845,0.54,0.443
0.838,0.882,0.425
0.35,0.1,0.135
0.617,0.689,0.404
0.217,0.787,0.0721
0.953,0.949,0.77
0.249,0.12,0.0739
0.806,0.574,0.619
0.697,0.666,0.346
0.645,0.727,0.0383
0.383,0.0678,0.193
0.81,0.954,0.274
0.551,0.459,0.511
0.619,0.844,0.515
0.378,0.975,0.457
0.44,0.867,0.705
0.679,0.715,0.571
0.754,0.699,0.321
0.635,0.641,0.331
0.59,0.806,0.591
0.497,0.438,0.162
0.596,0.837,0.171
0.418,0.473,0.775
0.665,0.813,0.329
0.503,0.984,0.293
0.806,0.92,0.591
0.455,0.179,0.12
0.809,0.847,0.709
0.567,0.3,0.196
0.51,0.426,0.172
0.705,0.83,0.885
0.52,0.806,0.616
0.697,0.736,0.42
0.757,0.968,0.672
0.314,0.286,0.278
0.173,0.38,0.04
0.831,0.651,0.502
0.8,0.533,0.204
0,0.312,0
0.64,0.959,0.142
0.498,0.972,0.334
0.771,0.638,0.0995
0.763,0.483,0.641
0.808,0.855,0.937
0.549,0.955,0.669
0.858,0.282,0.144
0.806,0.678,0.971
0.648,0.896,0.521
0.726,0.652,0.803
0.898,0.454,0.084
0.492,0.984,0.331
0.672,0.801,0.111
0.843,0.433,0.161
0.544,0.616,0.367
0.383,0.381,0.39
0.75,0.579,0.437
0.26,0.49,0.399
0.234,0.071,0.039
0.523,0.456,0.542
0.273,0.37,0.268
0.57,0.657,0.41
0.671,0.726,0.0374
0.324,0.852,0.4
0.658,0.893,0.837
0.482,0.648,0.147
0.684,0.724,0.848
0.603,0.562,0.592
0.78,0.894,0.427
0.545,0.856,0.359
0.647,0.606,0.142
0.74,0.682,0.41
0.452,0.696,0.609
0.388,0.805,0.513
0.719,0.567,0.577
0.763,0.913,0.839
0.692,0.782,0.128
0.571,0.863,0.396
0.873,0.614,0.608
0.547,0.932,0.513
0.589,0.711,0.478
0.462,0.704,0.547
0.595,0.804,0.511
0.292,0.628,0.235
0.825,0.578,0.371
0.489,0.595,0.56
0.584,0.705,0.64
0.452,0.794,0.282
0.629,0.92,0.247
0.495,0.995,0.224
0.539,0.656,0.709
0.401,0.948,0.403
0.758,0.818,0.671
0.793,0.699,0.806
0.732,0.893,0.52
0.839,0.665,0.583
0.747,0.617,0.708
0.74,0.9,0.92
0.56,0.882,0.243
0.448,0.832,0.337
0.587,0.621,0.176
0.318,0.586,0.211
0.664,0.926,0.467
0.676,0.534,0.156
0.477,0.865,0.276
0.421,0.733,0.438
0.754,0.978,0.551
0.644,0.783,0.258
0.552,0.906,0.246
0.79,0.875,0.759
0.88,0.494,0.261
0.499,0.66,0.643
0.604,0.955,0.154
0.817,0.809,0.921
0.689,0.925,0.301
0.565,0.683,0.353
0.53,0.87,0.334
0.667,0.465,0.34
0.688,0.635,0.247
0.473,0.442,0.0746
0.592,0.755,0.914
0.494,0.915,0.607
0.724,0.552,0.537
0.484,0.415,0.858
0.546,0.791,0.0326
0.668,0.489,0.258
0.656,0.542,0.139
0.656,0.438,0.305
0.629,0.505,0.178
0.455,0.912,0.184
0.739,0.862,0.026
0.611,0.678,0.493
0.712,0.551,0.0998
0.67,0.829,0.349
0.732,0.711,0.133
0.713,0.781,0.8
0.722,0.652,0.724
0.731,0.71,0.633
0.477,0.865,0.276
0.277,0.949,0.232
0.754,0.978,0.551
0.299,0.0319,0.0975
0.552,0.906,0.246
0.462,0.757,0.0706
0.88,0.494,0.261
0.728,0.354,0.636
0.604,0.955,0.154
0.486,0.959,0.527
0.689,0.925,0.301
0.45,0.661,0.476
0.53,0.87,0.334
0.739,0.696,0.492
0.688,0.635,0.247
0.124,0.22,0.0747
0.724,0.552,0.537
0.455,0.515,0.215
0.546,0.791,0.0326
0.147,0.0457,0.0364
0.656,0.542,0.139
0.328,0.384,0.504
0.629,0.505,0.178
0.264,0.96,0.212
0.739,0.862,0.026
0.555,0.502,0.218
0.712,0.551,0.0998
0.296,0.256,0.408
0.732,0.711,0.133
0.0983,0.0272,0.0707
0.722,0.652,0.724
0.365,0.277,0.2
0.729,0.573,0.459
0.523,0.847,0.475
0.712,0.721,0.0506
0.239,0.173,0.144
0.75,0.796,0.531
0.717,0.45,0.571
0.725,0.99,0.713
0.319,0.732,0.2
0.738,0.937,0.477
0.721,0.539,0.377
0.701,0.458,0.228
0.479,0.675,0.189
0.681,0.743,0.522
0.724,0.65,0.938
0.561,0.967,0.339
0.628,0.978,0.453
0.66,0.703,0.0701
0.272,0.926,0.24
0.859,0.953,0.934
0.472,0.351,0.0611
0.559,0.987,0.725
0.725,0.68,0.76
0.688,0.857,0.157
0.505,0.632,0.503
0.599,0.937,0.0579
0.542,0.905,0.732
0.804,0.651,0.474
0.371,0.216,0.0645
0.741,0.657,0.435
0.666,0.468,0.379
0.81,0.728,0.175
0.699,0.804,0.491
0.769,0.948,0.492
0.605,0.244,0.242
0.758,0.974,0.447
0.702,0.851,0.313
0.713,0.971,0.866
0.772,0.676,0.0952
0.309,0.95,0.29
0.69,0.902,0.786
0.724,0.633,0.499
0.372,0.247,0.241
0.799,0.739,0.837
0.528,0.684,0.31
0.869,0.834,0.431
0.415,0.745,0.468
0.806,0.872,0.207
0.914,0.465,0.932
0.709,0.94,0.378
0.693,0.664,0.436
0.86,0.826,0.622
0.838,0.72,0.204
0.563,0.554,0.458
0.569,0.766,0.471
0.623,0.823,0.288
0.826,0.614,0.591
0.756,0.794,0.486
0.491,0.879,0.571
0.615,0.645,0.402
0.504,0.879,0.354
0.8,0.689,0.275
0.931,0.441,0.64
0.0793,0.978,0.0668
0.522,0.856,0.876
0.667,0.669,0.16
0.343,0.936,0.211
0.635,0.682,0.233
0.875,0.519,0.0568
0.791,0.385,0.368
0.495,0.502,0.0394
0.679,0.615,0.202
0.485,0.459,0.0858
0.706,0.8,0.192
0.473,0.455,0.33
0.641,0.93,0.272
0.544,0.608,0.088
0.845,0.889,0.745
0.503,0.445,0.382
0.7,0.523,0.254
0.595,0.763,0.507
0.648,0.808,0.202
0.61,0.876,0.783
0.561,0.903,0.288
0.367,0.119,0.19
0.902,0.844,0.644
0.491,0.745,0.388
0.859,0.724,0.0653
0.647,0.761,0.841
0.815,0.849,0.315
0.706,0.443,0.376
0.318,0.526,0.709
0.302,0.191,0.0703
0.754,0.601,0.431
0.746,0.84,0.734
0.691,0.581,0.265
0.594,0.663,0.806
0.947,0.432,0.204
0.448,0.955,0.39
0.797,0.64,0.163
0.661,0.592,0.256
0.824,0.475,0.521
0.519,0.953,0.152
0.648,0.905,0.408
0.524,0.464,0.416
0.805,0.816,0.81
0.776,0.731,0.217
0.848,0.799,0.628
0.546,0.581,0.255
0.739,0.751,0.511
0.647,0.402,0.437
0.259,0.891,0.184
0.59,0.94,0.732
0.318,0.625,0.545
0.614,0.972,0.411
0.682,0.777,0.141
0.668,0.953,0.254
0.757,0.748,0.612
0.665,0.322,0.0896
0.805,0.816,0.81
0.638,0.395,0.316
0.848,0.799,0.628
0.501,0.446,0.154
0.471,0.764,0.101
0.305,0.462,0.181
0.675,0.588,0.323
0.527,0.242,0.112
0.26,0.432,0.399
0.779,0.694,0.919
0.665,0.977,0.367
0.481,0.733,0.453
0.808,0.572,0.111
0.685,0.944,0.757
0.808,0.982,0.21
0.592,0.935,0.567
0.798,0.704,0.147
0.566,0.738,0.513
0.793,0.696,0.0579
0.651,0.866,0.801
0.846,0.875,0.625
0.621,0.631,0.282
0.651,0.853,0.235
0.311,0.887,0.627
0.754,0.577,0.191
0.644,0.623,0.11
0.883,0.426,0.227
0.41,0.747,0.369
0.874,0.517,0.947
0.467,0.942,0.223
0.536,0.986,0.31
0.389,0.634,0.27
0.809,0.433,0.267
0.543,0.851,0.779
0.389,0.79,0.165
0.529,0.86,0.869
0.795,0.987,0.238
0.409,0.8,0.321
0.777,0.63,0.871
0.759,0.593,0.901
0.568,0.29,0.449
0.444,0.385,0.229
0.708,0.902,0.238
0.318,0.445,0.0962
0.66,0.642,0.135
0.796,0.618,0.971
0.79,0.917,0.657
0.813,0.783,0.927
0.738,0.6,0.0866
0.655,0.859,0.525
0.944,0.726,0.691
0.392,0.607,0.175
0.887,0.743,0.654
0.612,0.865,0.643
0.761,0.751,0.425
0.78,0.45,0.178
0.551,0.984,0.519
0.498,0.917,0.652
0.859,0.44,0.743
0.615,0.919,0.542
0.707,0.668,0.514
0.45,0.756,0.268
0.826,0.591,0.236
0.602,0.371,0.211
0.749,0.908,0.644
0.498,0.515,0.146
0.686,0.983,0.649
0.511,0.568,0.142
0.851,0.717,0.702
0.6,0.413,0.0741
0.618,0.72,0.0398
0.505,0.979,0.312
0.592,0.822,0.232
0.477,0.519,0.102
0.804,0.388,0.231
0.489,0.83,0.0741
0.816,0.986,0.351
0.38,0.822,0.558
0.809,0.911,0.345
0.366,0.0965,0.523
0.788,0.57,0.87
0.473,0.25,0.261
0.705,0.976,0.937
0.552,0.883,0.745
0.442,0.672,0.497
0.674,0.678,0.465
0.572,0.298,0.328
0.466,0.852,0.428
0.852,0.576,0.519
0.473,0.785,0.458
0.442,0.23,0.238
0.68,0.927,0.862
0.815,0.585,0.0599
0.614,0.972,0.411
0.711,0.733,0.0637
0.533,0.306,0.261
0.796,0.717,0.962
0.629,0.695,0.638
0.61,0.806,0.384
0.819,0.688,0.961
0.699,0.323,0.0722
0.312,0.0766,0.0493
0.904,0.237,0.0391
0.357,0.434,0.0907
0.327,0.702,0.121
0.502,0.43,0.217
0.692,0.45,0.0389
0.362,0.781,0.354
0.709,0.3,0.0884
0.496,0.57,0.239
0.927,0.218,0.0994
0.699,0.761,0.443
0.804,0.0472,0.0379
0.804,0.758,0.424
0.866,0.304,0.345
0.564,0.207,0.0898
0.775,0.485,0.066
0.56,0.857,0.432
0.65,0.61,0.419
0.571,0.585,0.291
0.951,0.203,0.163
0.662,0.874,0.926
0.77,0.113,0.128
0.481,0.748,0.631
0.951,0.227,0.228
0.536,0.915,0.472
0.729,0.328,0.0671
0.566,0.613,0.218
0.841,0.405,0.0823
0.47,0.548,0.186
0.764,0.338,0.0618
0.905,0.492,0.142
0.933,0.37,0.425
0.8,0.7,0.901
0.494,0.634,0.297
0,2.01E-05,0
0.889,0.44,0.135
0.075,0.00344,1.00E-05
0.758,0.261,0.0629
0.537,0.713,0.367
0.664,0.462,0.0373
0.258,0.659,0.272
0.796,0.192,0.0376
0.633,0.524,0.375
0.743,0.19,0.192
0.535,0.983,0.385
0.924,0.365,0.481
0.555,0.798,0.284
0.384,0.256,0.0419
0.6,0.721,0.371
0.975,0.236,0.05
0.67,0.803,0.815
0.748,0.202,0.0866
0.801,0.815,0.37
0.928,0.246,0.298
0.452,0.579,0.929
0.608,0.348,0.648
0.902,0.67,0.39
0.677,0.389,0.6
0.106,0.00541,0.0799
0.945,0.129,0.0746
0.358,0.909,0.0419
0.941,0.379,0.318
0.638,0.733,0.651
0.749,0.209,0.0484
0.751,0.597,0.159
0.594,0.345,0.368
0.0711,0.056,0.124
0.855,0.496,0.312
0.75,0.683,0.539
0.676,0.297,0.687
0.4,0.494,0.134
0.936,0.163,0.36
0.587,0.731,0.539
0.881,0.291,0.147
0,0.0146,0
0.747,0.503,0.0375
0.828,0.55,0.254
0.782,0.248,0.376
0.464,0.873,0.607
0.629,0.442,0.17
0.789,0.665,0.324
0.746,0.179,0.26
0.555,0.481,0.098
0.593,0.254,0.255
0.492,0.873,0.229
0.882,0.162,0.439
0.598,0.803,0.567
0.894,0.269,0.271
0.679,0.814,0.636
0.788,0.296,0.0809
0.481,0.974,0.516
0.855,0.159,0.513
0.438,0.261,0.431
0.698,0.198,0.0928
0.644,0.595,0.554
0.669,0.443,0.537
0.382,0.578,0.156
0.901,0.28,0.297
0.478,0.212,0.431
0.752,0.405,0.11
0.479,0.717,0.253
0.506,0.134,0.0585
0.583,0.828,0.709
0.588,0.522,0.147
0.838,0.536,0.107
0.743,0.532,0.295
0.699,0.543,0.14
0.799,0.127,0.198
0.528,0.942,0.421
0.755,0.374,0.112
0.654,0.733,0.893
0.805,0.334,0.358
0.741,0.721,0.548
0.797,0.28,0.0397
0.581,0.746,0.455
0.483,0.234,0.0364
0.266,0.887,0.215
0.863,0.0599,0.296
0.606,0.935,0.674
0.705,0.322,0.361
0.844,0.553,0.511
0.736,0.484,0.11
0.426,0.634,0.284
0.749,0.253,0.159
0.48,0.91,0.351
0.604,0.983,0.613
0.52,0.623,0.278
0.786,0.114,0.164
0.528,0.593,0.351
0.461,0.314,0.262
0.705,0.899,0.641
0.499,0.107,0.0365
0.696,0.801,0.536
0.651,0.383,0.588
0.534,0.445,0.136
0.711,0.128,0.0387
0.442,0.446,0.295
0.954,0.588,0.0784
0.745,0.669,0.681
0.926,0.357,0.315
0.344,0.248,0.119
0.581,0.22,0.0723
0.438,0.965,0.514
0.753,0.353,0.161
0.519,0.724,0.467
0.74,0.395,0.333
0.458,0.935,0.667
0.719,0.451,0.311
0.536,0.974,0.481
0.681,0.407,0.233
0.857,0.561,0.76
0.844,0.211,0.138
0.709,0.913,0.519
0.732,0.109,0.11
0.517,0.424,0.354
0.874,0.34,0.0359
0.643,0.499,0.363
0.698,0.295,0.306
0.863,0.815,0.636
0.689,0.461,0.117
0.554,0.758,0.35
0.73,0.158,0.618
0.499,0.0513,0.318
0.796,0.224,0.139
0.585,0.62,0.725
0.677,0.298,0.297
0.809,0.81,0.857
0.479,0.0169,0.159
0.312,0.466,0.195
0.882,0.322,0.0757
0.558,0.296,0.463
0.885,0.483,0.393
0.0844,0.199,1.00E-05
0.732,0.47,0.352
0.605,0.678,0.212
0.878,0.396,0.329
0.524,0.532,0.367
0.772,0.128,0.0388
0.303,0.736,0.444
0.666,0.356,0.0423
0.671,0.786,0.621
0.967,0.127,0.152
0.459,0.796,0.218
0.709,0.183,0.0375
0.695,0.797,0.297
0.579,0.0497,0.0746
0.564,0.435,0.332
0.639,0.366,0.0754
0.43,0.711,0.373
0.803,0.371,0.109
0.543,0.876,0.415
0.799,0.213,0.194
0.686,0.342,0.429
0.802,0.353,0.451
0.787,0.329,0.209
0.294,0.907,0.685
0.615,0.743,0.515
0.76,0.663,0.467
0.889,0.178,0.393
0.828,0.847,0.77
0.512,0.785,0.598
0.836,0.619,0.293
0.285,0.297,0.156
0.748,0.839,0.13
0.783,0.381,0.571
0.591,0.692,0.0622
0.584,0.752,0.735
0.821,0.719,0.04
0.614,0.686,0.645
0.583,0.936,0.0796
0.128,0.000793,0.035
0.803,0.865,0.632
0.862,0.624,0.882
0.4,0.992,0.0382
0.524,0.405,0.237
0.817,0.675,0.576
0.0843,0.141,0.0363
0.856,0.683,0.463
0.244,0.955,0.428
0.798,0.968,0.398
0.467,0.157,0.277
0.8,0.904,0.389
0.57,0.435,0.569
0.553,0.922,0.119
0.72,0.677,0.822
0.788,0.746,0.364
0.511,0.325,0.47
0.719,0.859,0.419
0.783,0.563,0.517
0.836,0.635,0.462
0.537,0.414,0.459
0.607,0.882,0.675
0.809,0.588,0.249
0.572,0.632,0.419
0.81,0.57,0.337
0.423,0.934,0.16
0.756,0.689,0.782
0.618,0.552,0.176
0.64,0.819,0.623
0.427,0.969,0.0675
0.428,0.656,0.355
0.554,0.99,0.137
0.293,0.29,0.0373
0.255,0.954,0.339
0.377,0.183,0.369
0.909,0.471,0.277
0.883,0.616,0.482
0.804,0.505,0.108
0.639,0.785,0.686
0.856,0.683,0.463
0.867,0.618,0.191
0.804,0.745,0.256
0.775,0.857,0.856
0.821,0.719,0.04
0.737,0.782,0.642
0.519,0.938,0.425
0.631,0.669,0.88
0.794,0.465,0.423
0.615,0.612,0.59
0.718,0.821,0.293
0.189,0.942,0.013
0.874,0.766,0.297
0.746,0.719,0.869
0.606,0.882,0.674
0.438,0.805,0.31
0.764,0.78,0.122
0.433,0.186,0.42
0.744,0.742,0.34
0.665,0.875,0.66
0.596,0.904,0.387
0.565,0.579,0.361
0.797,0.445,0.0391
0.468,0.432,0.393
0.816,0.64,0.394
0.896,0.859,0.938
0.982,0.868,0.67
0.384,0.733,0.314
0.792,0.742,0.339
0.826,0.714,0.348
0.882,0.495,0.189
0.78,0.601,0.539
0.861,0.816,0.389
0.623,0.74,0.35
0.851,0.484,0.178
0.655,0.179,0.758
0.887,0.803,0.616
0.599,0.835,0.809
0.881,0.606,0.38
0.368,0.267,0.194
0.802,0.537,0.325
0.132,0.00157,0.0376
0.704,0.76,0.183
0.589,0.426,0.169
0.8,0.697,0.765
0.514,0.32,0.236
0.547,0.414,0.0971
0.81,0.0419,0.321
0.795,0.679,0.0335
0.634,0.832,0.772
0.517,0.995,0.181
0.957,0.674,0.522
0.79,0.837,0.0393
0.81,0.76,0.566
0.804,0.609,0.164
0.675,0.495,0.718
0.749,0.801,0.207
0.486,0.986,0.501
0.803,0.865,0.632
0.714,0.343,0.372
0.846,0.45,0.0413
0.587,0.63,0.433
0.56,0.999,0.0384
0.893,0.907,0.302
0.576,0.964,0.403
0.667,0.407,0.547
0.862,0.664,0.0386
0.532,0.319,0.166
0.792,0.742,0.339
0.165,0.598,0.0243
0.8,0.486,0.164
0.812,0.648,0.246
0.744,0.742,0.34
0.523,0.666,0.562
0.806,0.625,0.215
0.81,0.308,0.56
0.806,0.625,0.215
0.705,0.442,0.306
0.874,0.766,0.297
0.54,0.54,0.209
0.822,0.647,0.177
0.606,0.718,0.551
0.591,0.692,0.0622
0.777,0.662,0.4
0.802,0.722,0.142
0.567,0.463,0.324
0.81,0.94,0.921
0.658,0.393,0.74
0.822,0.647,0.177
0.568,0.714,0.508
0.819,0.444,0.0497
0.715,0.716,0.0619
0.806,0.619,0.221
0.786,0.686,0.542
0.787,0.975,0.0399
0.725,0.801,0.666
0.804,0.745,0.256
0.671,0.71,0.711
0.718,0.896,0.0709
0.567,0.038,0.492
0.832,0.792,0.682
0.901,0.526,0.706
0.887,0.803,0.616
0.719,0.809,0.238
0.805,0.68,0.265
0.595,0.416,0.185
0.798,0.857,0.0635
0.321,0.906,0.641
0.813,0.932,0.932
0.702,0.598,0.137
0.801,0.607,0.272
0.738,0.43,0.374
0.509,0.997,0.0388
0.729,0.799,0.532
0.843,0.847,0.0477
0.563,0.691,0.567
0.792,0.842,0.0569
0.768,0.708,0.728
0.835,0.485,0.036
0.357,0.498,0.339
0.803,0.727,0.179
0.776,0.707,0.863
0.704,0.754,0.253
0.635,0.0861,0.0618
0.795,0.574,0.0778
0.641,0.637,0.601
0.817,0.914,0.212
0.362,0.826,0.596
0.813,0.932,0.932
0.58,0.841,0.964
0.704,0.754,0.264
0.535,0.366,0.163
0.686,0.93,0.291
0.552,0.733,0.643
0.803,0.477,0.205
0.688,0.349,0.433
0.812,0.781,0.338
0.511,0.436,0.342
0.524,0.997,0.116
0.738,0.684,0.841
0.846,0.45,0.0413
0.646,0.882,0.544
0.792,0.842,0.0569
0.602,0.955,0.193
0.812,0.873,0.157
0.71,0.386,0.351
0.817,0.474,0.178
0.621,0.727,0.636
0.934,0.652,0.566
0.855,0.664,0.626
0.654,0.809,0.893
0.819,0.862,0.678
0.206,0.973,0.592
0.49,0.805,0.166
0.673,0.805,0.878
0.535,0.41,0.38
0.663,0.493,0.167
0.831,0.47,0.339
0.173,0.866,0.529
0.448,0.511,0.112
0.661,0.681,0.639
0.485,0.892,0.576
0.669,0.808,0.89
0.677,0.852,0.93
0.654,0.809,0.893
0.0925,0.997,1.00E-05
0.616,0.767,0.824
0.731,0.588,0.449
0.427,0.991,0.0994
0.424,0.583,0.0711
0.538,0.551,0.319
0.696,0.229,0.603
0.176,0.893,0.165
0.66,0.491,0.376
0.412,0.605,0.172
0.611,0.562,0.318
0.374,0.955,0.135
0.659,0.659,0.611
0.194,0.938,0.373
0.565,0.778,0.421
0.408,0.448,0.705
0.78,0.654,0.713
0.674,0.566,0.535
0.584,0.312,0.455
0.505,0.902,0.377
0.684,0.53,0.55
0.74,0.754,0.806
0.62,0.835,0.0535
0.486,0.814,0.191
0.77,0.655,0.639
0.488,0.959,0.156
0.45,0.465,0.788
0.392,0.258,0.0366
0.624,0.229,0.395
0.542,0.538,0.425
0.853,0.591,0.433
0.428,0.757,0.178
0.707,0.484,0.43
0.767,0.699,0.0369
0.167,0.263,1.00E-05
0.163,0.0545,0.0389
0.293,0.624,0.213
0.698,0.203,0.761
0.515,0.948,0.752
0.582,0.397,0.345
0.712,0.899,0.58
0.512,0.99,0.272
0.848,0.663,0.333
0.828,0.599,0.786
0.524,0.274,0.342
0.302,0.346,0.19
0.927,0.198,0.764
0.538,0.856,0.0814
0.497,0.794,0.557
0.537,0.952,0.335
0.545,0.836,0.751
0.669,0.808,0.89
0.325,0.271,0.279
0.746,0.859,0.0354
0.741,0.58,0.428
0.418,0.997,0.401
0.752,0.705,0.694
0.538,0.856,0.0814
0.234,0.414,0.144
0.647,0.505,0.825
0.532,0.137,0.0732
0.489,0.978,0.602
0.678,0.562,0.566
0.698,0.746,0.564
0.626,0.707,0.653
0.656,0.436,0.218
0.349,0.214,0.236
0.714,0.346,0.731
0.859,0.67,0.446
0.651,0.691,0.661
0.722,0.903,0.445
0.736,0.398,0.471
0.943,0.544,0.515
0.209,0.0746,0.0751
0.547,0.804,0.666
0.762,0.615,0.369
0.781,0.683,0.722
0.651,0.691,0.661
0.854,0.631,0.609
0.654,0.809,0.893
0.654,0.711,0.198
0.738,0.341,0.617
0.889,0.398,0.159
0.837,0.226,0.44
0.54,0.761,0.147
0.466,0.988,0.383
0.666,0.39,0.325
0.347,0.48,0.394
0.839,0.902,0.639
0.736,0.692,0.773
0.847,0.699,0.874
0.337,0.968,0.159
0.743,0.733,0.726
0.746,0.859,0.0354
0.688,0.704,0.849
0.679,0.197,0.646
0.423,0.456,0.148
0.594,0.134,0.468
0.158,0.988,0.00554
0.305,0.075,0.0391
0.568,0.587,0.491
0.391,0.789,0.491
0.628,0.481,0.33
0.535,0.287,0.357
0.095,0.999,1.00E-05
0.654,0.809,0.893
0.903,0.439,0.532
0.488,0.279,0.19
0.75,0.513,0.466
0.569,0.456,0.391
0.153,0.476,0.00449
0.32,0.957,0.286
0.448,0.541,0.237
0.673,0.805,0.878
0.749,0.671,0.756
0.489,0.297,0.356
0.373,0.972,0.0759
0.808,0.515,0.429
0.774,0.529,0.227
0.507,0.267,0.41
0.685,0.859,0.891
0.808,0.515,0.429
0.711,0.473,0.32
0.446,0.574,0.174
0.768,0.79,0.398
0.541,0.746,0.475
0.79,0.56,0.133
0.642,0.459,0.457
0.802,0.495,0.47
0.652,0.918,0.564
0.617,0.642,0.221
0.564,0.984,0.317
0.578,0.649,0.386
0.495,0.485,0.785
0.607,0.536,0.434
0.739,0.573,0.572
0.68,0.549,0.29
0.537,0.952,0.335
0.625,0.645,0.685
0.656,0.74,0.748
0.557,0.807,0.578
0.803,0.165,0.0621
0.445,0.446,0.0384
0.553,0.347,0.397
0.399,0.665,0.445
0.471,0.172,0.292
0.812,0.398,0.189
0.495,0.485,0.785
0.597,0.645,0.55
0.723,0.497,0.676
0.746,0.647,0.196
0.556,0.531,0.734
0.797,0.804,0.451
0.536,0.273,0.406
0.704,0.534,0.189
0.688,0.491,0.894
0.646,0.756,0.602
0.591,0.588,0.463
0.614,0.815,0.431
0.546,0.18,0.218
0.729,0.338,0.184
0.505,0.29,0.175
0.0855,0.768,0.033
0.73,0.689,0.74
0.445,0.704,0.402
0.825,0.901,0.154
0.803,0.69,0.444
0.792,0.551,0.677
0.708,0.84,0.895
0.654,0.809,0.893
0.174,0.794,0.0214
0.497,0.354,0.356
0.662,0.565,0.335
0.537,0.952,0.335
0.716,0.718,0.537
0.495,0.485,0.785
0.71,0.187,0.586
0.537,0.952,0.335
0.611,0.644,0.13
0.524,0.181,0.51
0.543,0.572,0.569
0.652,0.918,0.564
0.62,0.695,0.921
0.495,0.485,0.785
0.737,0.636,0.565
0.651,0.691,0.661
0.704,0.517,0.443
0.732,0.324,0.823
0.556,0.481,0.581
0.53,0.916,0.529
0.663,0.577,0.454
0.508,0.701,0.214
0.843,0.513,0.71
0.461,0.806,0.468
0.859,0.506,0.153
0.605,0.77,0.483
0.392,0.496,0.604
0.549,0.95,0.293
0.519,0.625,0.21
0.462,0.802,0.243
0.657,0.711,0.368
0.493,0.794,0.0396
0.58,0.469,0.369
0.376,0.989,0.441
0.755,0.503,0.524
0.651,0.691,0.661
0.721,0.33,0.734
0.587,0.974,0.219
0.595,0.636,0.147
0.418,0.925,0.244
0.6,0.96,0.503
0.407,0.978,0.14
0.587,0.664,0.453
0.428,0.959,0.215
0.312,0.614,0.356
0.394,0.999,0.112
0.894,0.59,0.576
